Date,zone,centre,Price
03-11-10,2,MUMBAI,2500
03-11-10,2,NAGPUR,2400
03-11-10,2,JAIPUR,2300
03-11-10,2,JODHPUR,2000
03-11-10,3,GUWAHATI,2300
03-11-10,3,PATNA,2400
03-11-10,3,SHILLONG,NA
03-11-10,3,AIZAWL,NA
03-11-10,3,BHUBANESHWAR,NA
03-11-10,3,CUTTACK,NA
03-11-10,3,KOLKATA,NA
03-11-10,3,AGARTALA,NA
03-11-10,4,HYDERABAD,2600
03-11-10,4,VIJAYAWADA,2600
03-11-10,4,BANGALORE,1840
03-11-10,4,THIRUVANANTHAPURAM,2300
03-11-10,4,ERNAKULAM,NA
03-11-10,4,CHENNAI,NA
03-11-10,4,MADURAI,NA
03-11-10,4,PONDICHERRY,2100
10-11-10,1,HISAR,2600
10-11-10,1,KARNAL,2530
10-11-10,1,SHIMLA,NA
10-11-10,1,MANDI,NA
10-11-10,1,SRINAGAR,NA
10-11-10,1,JAMMU,2000
10-11-10,1,AMRITSAR,NA
10-11-10,1,LUDHIANA,NA
10-11-10,1,LUCKNOW,3200
10-11-10,1,KANPUR,3200
10-11-10,1,CHANDIGARH,NA
10-11-10,1,DELHI,NA
10-11-10,2,AHMEDABAD,NA
10-11-10,2,RAJKOT,NA
10-11-10,2,PANAJI,NA
10-11-10,2,BHOPAL,3000
10-11-10,2,INDORE,2700
10-11-10,2,MUMBAI,2500
10-11-10,2,NAGPUR,2400
10-11-10,2,JAIPUR,2300
10-11-10,2,JODHPUR,2500
10-11-10,3,GUWAHATI,2300
10-11-10,3,PATNA,2400
10-11-10,3,SHILLONG,NA
10-11-10,3,AIZAWL,NA
10-11-10,3,BHUBANESHWAR,NA
10-11-10,3,CUTTACK,NA
10-11-10,3,KOLKATA,NA
10-11-10,3,AGARTALA,NA
10-11-10,4,HYDERABAD,2600
10-11-10,4,VIJAYAWADA,2600
10-11-10,4,BANGALORE,1840
10-11-10,4,THIRUVANANTHAPURAM,2300
10-11-10,4,ERNAKULAM,NA
10-11-10,4,CHENNAI,NA
10-11-10,4,MADURAI,NA
10-11-10,4,PONDICHERRY,2100
17-11-10,1,HISAR,2600
17-11-10,1,KARNAL,2550
17-11-10,1,SHIMLA,NA
17-11-10,1,MANDI,NA
17-11-10,1,SRINAGAR,NA
17-11-10,1,JAMMU,2000
17-11-10,1,AMRITSAR,2600
17-11-10,1,LUDHIANA,2600
17-11-10,1,LUCKNOW,3200
17-11-10,1,KANPUR,3200
17-11-10,1,CHANDIGARH,NA
17-11-10,1,DELHI,NA
17-11-10,2,AHMEDABAD,NA
17-11-10,2,RAJKOT,NA
17-11-10,2,PANAJI,NA
17-11-10,2,BHOPAL,3000
17-11-10,2,INDORE,NA
17-11-10,2,MUMBAI,2500
17-11-10,2,NAGPUR,2400
17-11-10,2,JAIPUR,2300
17-11-10,2,JODHPUR,NA
17-11-10,3,GUWAHATI,2300
17-11-10,3,PATNA,2400
17-11-10,3,SHILLONG,NA
17-11-10,3,AIZAWL,NA
17-11-10,3,BHUBANESHWAR,NA
17-11-10,3,CUTTACK,NA
17-11-10,3,KOLKATA,NA
17-11-10,3,AGARTALA,NA
17-11-10,4,HYDERABAD,2467
17-11-10,4,VIJAYAWADA,2600
17-11-10,4,BANGALORE,1840
17-11-10,4,THIRUVANANTHAPURAM,2300
17-11-10,4,ERNAKULAM,NA
17-11-10,4,CHENNAI,NA
17-11-10,4,MADURAI,NA
17-11-10,4,PONDICHERRY,2100
24-11-10,1,HISAR,2600
24-11-10,1,KARNAL,2550
24-11-10,1,SHIMLA,NA
24-11-10,1,MANDI,NA
24-11-10,1,SRINAGAR,NA
24-11-10,1,JAMMU,2000
24-11-10,1,AMRITSAR,2600
24-11-10,1,LUDHIANA,2600
24-11-10,1,LUCKNOW,3200
24-11-10,1,KANPUR,3200
24-11-10,1,CHANDIGARH,NA
24-11-10,1,DELHI,NA
24-11-10,2,AHMEDABAD,NA
24-11-10,2,RAJKOT,NA
24-11-10,2,PANAJI,NA
24-11-10,2,BHOPAL,3000
24-11-10,2,INDORE,NA
24-11-10,2,MUMBAI,2500
24-11-10,2,NAGPUR,2400
24-11-10,2,JAIPUR,2300
24-11-10,2,JODHPUR,NA
24-11-10,3,GUWAHATI,2300
24-11-10,3,PATNA,2400
24-11-10,3,SHILLONG,NA
24-11-10,3,AIZAWL,NA
24-11-10,3,BHUBANESHWAR,NA
24-11-10,3,CUTTACK,NA
24-11-10,3,KOLKATA,NA
24-11-10,3,AGARTALA,NA
24-11-10,4,HYDERABAD,2500
24-11-10,4,VIJAYAWADA,2600
24-11-10,4,BANGALORE,1840
24-11-10,4,THIRUVANANTHAPURAM,2300
24-11-10,4,ERNAKULAM,NA
24-11-10,4,CHENNAI,NA
24-11-10,4,MADURAI,NA
24-11-10,4,PONDICHERRY,2100
01-12-10,1,HISAR,2600
01-12-10,1,KARNAL,2550
01-12-10,1,SHIMLA,NA
01-12-10,1,MANDI,NA
01-12-10,1,SRINAGAR,NA
01-12-10,1,JAMMU,2000
01-12-10,1,AMRITSAR,2600
01-12-10,1,LUDHIANA,2600
01-12-10,1,LUCKNOW,3200
01-12-10,1,KANPUR,3200
01-12-10,1,CHANDIGARH,NA
01-12-10,1,DELHI,NA
01-12-10,2,AHMEDABAD,NA
01-12-10,2,RAJKOT,NA
01-12-10,2,PANAJI,NA
01-12-10,2,BHOPAL,3000
01-12-10,2,INDORE,NA
01-12-10,2,MUMBAI,2500
01-12-10,2,NAGPUR,2400
01-12-10,2,JAIPUR,2300
01-12-10,2,JODHPUR,NA
01-12-10,3,GUWAHATI,2300
01-12-10,3,PATNA,2400
01-12-10,3,SHILLONG,NA
01-12-10,3,AIZAWL,NA
01-12-10,3,BHUBANESHWAR,NA
01-12-10,3,CUTTACK,NA
01-12-10,3,KOLKATA,NA
01-12-10,3,AGARTALA,NA
01-12-10,4,HYDERABAD,2533
01-12-10,4,VIJAYAWADA,2600
01-12-10,4,BANGALORE,1840
01-12-10,4,THIRUVANANTHAPURAM,2300
01-12-10,4,ERNAKULAM,NA
01-12-10,4,CHENNAI,NA
01-12-10,4,MADURAI,NA
01-12-10,4,PONDICHERRY,NA
08-12-10,1,HISAR,2600
08-12-10,1,KARNAL,2550
08-12-10,1,SHIMLA,NA
08-12-10,1,MANDI,NA
08-12-10,1,SRINAGAR,NA
08-12-10,1,JAMMU,2000
08-12-10,1,AMRITSAR,NA
08-12-10,1,LUDHIANA,NA
08-12-10,1,LUCKNOW,3200
08-12-10,1,KANPUR,3200
08-12-10,1,CHANDIGARH,NA
08-12-10,1,DELHI,NA
08-12-10,2,AHMEDABAD,NA
08-12-10,2,RAJKOT,NA
08-12-10,2,PANAJI,NA
08-12-10,2,BHOPAL,3000
08-12-10,2,INDORE,NA
08-12-10,2,MUMBAI,2500
08-12-10,2,NAGPUR,2400
08-12-10,2,JAIPUR,2300
08-12-10,2,JODHPUR,2500
08-12-10,3,GUWAHATI,2300
08-12-10,3,PATNA,2400
08-12-10,3,SHILLONG,NA
08-12-10,3,AIZAWL,NA
08-12-10,3,BHUBANESHWAR,NA
08-12-10,3,CUTTACK,NA
08-12-10,3,KOLKATA,NA
08-12-10,3,AGARTALA,NA
08-12-10,4,HYDERABAD,2467
08-12-10,4,VIJAYAWADA,2600
08-12-10,4,BANGALORE,1840
08-12-10,4,THIRUVANANTHAPURAM,2300
08-12-10,4,ERNAKULAM,NA
08-12-10,4,CHENNAI,NA
08-12-10,4,MADURAI,NA
08-12-10,4,PONDICHERRY,NA
15-12-10,1,HISAR,2600
15-12-10,1,KARNAL,2500
15-12-10,1,SHIMLA,NA
15-12-10,1,MANDI,NA
15-12-10,1,SRINAGAR,NA
15-12-10,1,JAMMU,2000
15-12-10,1,AMRITSAR,2600
15-12-10,1,LUDHIANA,2600
15-12-10,1,LUCKNOW,3200
15-12-10,1,KANPUR,3200
15-12-10,1,CHANDIGARH,NA
15-12-10,1,DELHI,NA
15-12-10,2,AHMEDABAD,NA
15-12-10,2,RAJKOT,NA
15-12-10,2,PANAJI,NA
15-12-10,2,BHOPAL,3000
15-12-10,2,INDORE,NA
15-12-10,2,MUMBAI,2500
15-12-10,2,NAGPUR,2400
15-12-10,2,JAIPUR,2300
15-12-10,2,JODHPUR,2300
15-12-10,3,GUWAHATI,2300
15-12-10,3,PATNA,2400
15-12-10,3,SHILLONG,NA
15-12-10,3,AIZAWL,NA
15-12-10,3,BHUBANESHWAR,NA
15-12-10,3,CUTTACK,NA
15-12-10,3,KOLKATA,NA
15-12-10,3,AGARTALA,NA
15-12-10,4,HYDERABAD,2467
15-12-10,4,VIJAYAWADA,2600
15-12-10,4,BANGALORE,1840
15-12-10,4,THIRUVANANTHAPURAM,2300
15-12-10,4,ERNAKULAM,NA
15-12-10,4,CHENNAI,NA
15-12-10,4,MADURAI,NA
15-12-10,4,PONDICHERRY,NA
22-12-10,1,HISAR,2600
22-12-10,1,KARNAL,2550
22-12-10,1,SHIMLA,NA
22-12-10,1,MANDI,NA
22-12-10,1,SRINAGAR,NA
22-12-10,1,JAMMU,2000
22-12-10,1,AMRITSAR,2600
22-12-10,1,LUDHIANA,2600
22-12-10,1,LUCKNOW,3200
22-12-10,1,KANPUR,3200
22-12-10,1,CHANDIGARH,NA
22-12-10,1,DELHI,NA
22-12-10,2,AHMEDABAD,NA
22-12-10,2,RAJKOT,NA
22-12-10,2,PANAJI,NA
22-12-10,2,BHOPAL,3000
22-12-10,2,INDORE,NA
22-12-10,2,MUMBAI,2500
22-12-10,2,NAGPUR,2400
22-12-10,2,JAIPUR,2300
22-12-10,2,JODHPUR,2300
22-12-10,3,GUWAHATI,2300
22-12-10,3,PATNA,2400
22-12-10,3,SHILLONG,NA
22-12-10,3,AIZAWL,NA
22-12-10,3,BHUBANESHWAR,NA
22-12-10,3,CUTTACK,NA
22-12-10,3,KOLKATA,NA
22-12-10,3,AGARTALA,NA
22-12-10,4,HYDERABAD,2400
22-12-10,4,VIJAYAWADA,2600
22-12-10,4,BANGALORE,1840
22-12-10,4,THIRUVANANTHAPURAM,2267
22-12-10,4,ERNAKULAM,NA
22-12-10,4,CHENNAI,NA
22-12-10,4,MADURAI,NA
22-12-10,4,PONDICHERRY,NA
29-12-10,1,HISAR,2600
29-12-10,1,KARNAL,2550
29-12-10,1,SHIMLA,NA
29-12-10,1,MANDI,NA
29-12-10,1,SRINAGAR,NA
29-12-10,1,JAMMU,2000
29-12-10,1,AMRITSAR,2600
29-12-10,1,LUDHIANA,2600
29-12-10,1,LUCKNOW,3200
29-12-10,1,KANPUR,3200
29-12-10,1,CHANDIGARH,NA
29-12-10,1,DELHI,NA
29-12-10,2,AHMEDABAD,NA
29-12-10,2,RAJKOT,NA
29-12-10,2,PANAJI,NA
29-12-10,2,BHOPAL,3000
29-12-10,2,INDORE,NA
29-12-10,2,MUMBAI,2500
29-12-10,2,NAGPUR,2400
29-12-10,2,JAIPUR,2300
29-12-10,2,JODHPUR,2200
29-12-10,3,GUWAHATI,2300
29-12-10,3,PATNA,2400
29-12-10,3,SHILLONG,NA
29-12-10,3,AIZAWL,NA
29-12-10,3,BHUBANESHWAR,NA
29-12-10,3,CUTTACK,NA
29-12-10,3,KOLKATA,NA
29-12-10,3,AGARTALA,NA
29-12-10,4,HYDERABAD,2400
29-12-10,4,VIJAYAWADA,2600
29-12-10,4,BANGALORE,1840
29-12-10,4,THIRUVANANTHAPURAM,2267
29-12-10,4,ERNAKULAM,NA
29-12-10,4,CHENNAI,NA
29-12-10,4,MADURAI,NA
29-12-10,4,PONDICHERRY,NA
05-01-11,1,HISAR,2600
05-01-11,1,KARNAL,2600
05-01-11,1,SHIMLA,NA
05-01-11,1,MANDI,NA
05-01-11,1,SRINAGAR,NA
05-01-11,1,JAMMU,2000
05-01-11,1,AMRITSAR,NA
05-01-11,1,LUDHIANA,NA
05-01-11,1,LUCKNOW,3200
05-01-11,1,KANPUR,3200
05-01-11,1,CHANDIGARH,NA
05-01-11,1,DELHI,NA
05-01-11,2,AHMEDABAD,NA
05-01-11,2,RAJKOT,NA
05-01-11,2,PANAJI,NA
05-01-11,2,BHOPAL,3000
05-01-11,2,INDORE,NA
05-01-11,2,MUMBAI,2500
05-01-11,2,NAGPUR,2400
05-01-11,2,JAIPUR,2300
05-01-11,2,JODHPUR,NA
05-01-11,3,GUWAHATI,2300
05-01-11,3,PATNA,2400
05-01-11,3,SHILLONG,NA
05-01-11,3,AIZAWL,NA
05-01-11,3,BHUBANESHWAR,NA
05-01-11,3,CUTTACK,NA
05-01-11,3,KOLKATA,NA
05-01-11,3,AGARTALA,NA
05-01-11,4,HYDERABAD,2400
05-01-11,4,VIJAYAWADA,2600
05-01-11,4,BANGALORE,1840
05-01-11,4,THIRUVANANTHAPURAM,2267
05-01-11,4,ERNAKULAM,NA
05-01-11,4,CHENNAI,NA
05-01-11,4,MADURAI,NA
05-01-11,4,PONDICHERRY,NA
12-01-11,1,HISAR,2600
12-01-11,1,KARNAL,2600
12-01-11,1,SHIMLA,NA
12-01-11,1,MANDI,NA
12-01-11,1,SRINAGAR,NA
12-01-11,1,JAMMU,2200
12-01-11,1,AMRITSAR,2400
12-01-11,1,LUDHIANA,2600
12-01-11,1,LUCKNOW,3200
12-01-11,1,KANPUR,3200
12-01-11,1,CHANDIGARH,NA
12-01-11,1,DELHI,NA
12-01-11,2,AHMEDABAD,NA
12-01-11,2,RAJKOT,NA
12-01-11,2,PANAJI,NA
12-01-11,2,BHOPAL,3000
12-01-11,2,INDORE,NA
12-01-11,2,MUMBAI,2500
12-01-11,2,NAGPUR,2400
12-01-11,2,JAIPUR,2300
12-01-11,2,JODHPUR,2000
12-01-11,3,GUWAHATI,2300
12-01-11,3,PATNA,2400
12-01-11,3,SHILLONG,NA
12-01-11,3,AIZAWL,NA
12-01-11,3,BHUBANESHWAR,NA
12-01-11,3,CUTTACK,NA
12-01-11,3,KOLKATA,NA
12-01-11,3,AGARTALA,NA
12-01-11,4,HYDERABAD,2467
12-01-11,4,VIJAYAWADA,2900
12-01-11,4,BANGALORE,1840
12-01-11,4,THIRUVANANTHAPURAM,2267
12-01-11,4,ERNAKULAM,2350
12-01-11,4,CHENNAI,NA
12-01-11,4,MADURAI,NA
12-01-11,4,PONDICHERRY,NA
19-01-11,1,HISAR,2600
19-01-11,1,KARNAL,2550
19-01-11,1,SHIMLA,NA
19-01-11,1,MANDI,NA
19-01-11,1,SRINAGAR,NA
19-01-11,1,JAMMU,2200
19-01-11,1,AMRITSAR,2400
19-01-11,1,LUDHIANA,2600
19-01-11,1,LUCKNOW,3200
19-01-11,1,KANPUR,3200
19-01-11,1,CHANDIGARH,NA
19-01-11,1,DELHI,NA
19-01-11,2,AHMEDABAD,NA
19-01-11,2,RAJKOT,NA
19-01-11,2,PANAJI,NA
19-01-11,2,BHOPAL,3000
19-01-11,2,INDORE,NA
19-01-11,2,MUMBAI,2500
19-01-11,2,NAGPUR,2400
19-01-11,2,JAIPUR,2300
19-01-11,2,JODHPUR,NA
19-01-11,3,GUWAHATI,NA
19-01-11,3,PATNA,2600
19-01-11,3,SHILLONG,NA
19-01-11,3,AIZAWL,NA
19-01-11,3,BHUBANESHWAR,NA
19-01-11,3,CUTTACK,NA
19-01-11,3,KOLKATA,NA
19-01-11,3,AGARTALA,NA
19-01-11,4,HYDERABAD,2500
19-01-11,4,VIJAYAWADA,2900
19-01-11,4,BANGALORE,1840
19-01-11,4,THIRUVANANTHAPURAM,2267
19-01-11,4,ERNAKULAM,2350
19-01-11,4,CHENNAI,NA
19-01-11,4,MADURAI,NA
19-01-11,4,PONDICHERRY,NA
26-01-11,1,HISAR,2600
26-01-11,1,KARNAL,2550
26-01-11,1,SHIMLA,NA
26-01-11,1,MANDI,NA
26-01-11,1,SRINAGAR,NA
26-01-11,1,JAMMU,2200
26-01-11,1,AMRITSAR,2400
26-01-11,1,LUDHIANA,2600
26-01-11,1,LUCKNOW,3200
26-01-11,1,KANPUR,3200
26-01-11,1,CHANDIGARH,NA
26-01-11,1,DELHI,NA
26-01-11,2,AHMEDABAD,NA
26-01-11,2,RAJKOT,NA
26-01-11,2,PANAJI,NA
26-01-11,2,BHOPAL,3000
26-01-11,2,INDORE,NA
26-01-11,2,MUMBAI,2500
26-01-11,2,NAGPUR,2400
26-01-11,2,JAIPUR,2300
26-01-11,2,JODHPUR,NA
26-01-11,3,GUWAHATI,2300
26-01-11,3,PATNA,2600
26-01-11,3,SHILLONG,NA
26-01-11,3,AIZAWL,NA
26-01-11,3,BHUBANESHWAR,NA
26-01-11,3,CUTTACK,NA
26-01-11,3,KOLKATA,NA
26-01-11,3,AGARTALA,NA
26-01-11,4,HYDERABAD,2567
26-01-11,4,VIJAYAWADA,2900
26-01-11,4,BANGALORE,1840
26-01-11,4,THIRUVANANTHAPURAM,2267
26-01-11,4,ERNAKULAM,2350
26-01-11,4,CHENNAI,NA
26-01-11,4,MADURAI,NA
26-01-11,4,PONDICHERRY,NA
02-02-11,1,HISAR,2600
02-02-11,1,KARNAL,2550
02-02-11,1,SHIMLA,NA
02-02-11,1,MANDI,NA
02-02-11,1,SRINAGAR,NA
02-02-11,1,JAMMU,2200
02-02-11,1,AMRITSAR,NA
02-02-11,1,LUDHIANA,NA
02-02-11,1,LUCKNOW,3200
02-02-11,1,KANPUR,3200
02-02-11,1,CHANDIGARH,NA
02-02-11,1,DELHI,NA
02-02-11,2,AHMEDABAD,NA
02-02-11,2,RAJKOT,NA
02-02-11,2,PANAJI,NA
02-02-11,2,BHOPAL,3000
02-02-11,2,INDORE,NA
02-02-11,2,MUMBAI,2500
02-02-11,2,NAGPUR,2400
02-02-11,2,JAIPUR,2300
02-02-11,2,JODHPUR,NA
02-02-11,3,GUWAHATI,NA
02-02-11,3,PATNA,2600
02-02-11,3,SHILLONG,NA
02-02-11,3,AIZAWL,NA
02-02-11,3,BHUBANESHWAR,NA
02-02-11,3,CUTTACK,NA
02-02-11,3,KOLKATA,NA
02-02-11,3,AGARTALA,NA
02-02-11,4,HYDERABAD,2533
02-02-11,4,VIJAYAWADA,2650
02-02-11,4,BANGALORE,1840
02-02-11,4,THIRUVANANTHAPURAM,2483
02-02-11,4,ERNAKULAM,2400
02-02-11,4,CHENNAI,NA
02-02-11,4,MADURAI,NA
02-02-11,4,PONDICHERRY,NA
09-02-11,1,HISAR,2600
09-02-11,1,KARNAL,2550
09-02-11,1,SHIMLA,NA
09-02-11,1,MANDI,NA
09-02-11,1,SRINAGAR,NA
09-02-11,1,JAMMU,2200
09-02-11,1,AMRITSAR,2600
09-02-11,1,LUDHIANA,2600
09-02-11,1,LUCKNOW,3200
09-02-11,1,KANPUR,3200
09-02-11,1,CHANDIGARH,NA
09-02-11,1,DELHI,NA
09-02-11,2,AHMEDABAD,NA
09-02-11,2,RAJKOT,NA
09-02-11,2,PANAJI,NA
09-02-11,2,BHOPAL,3000
09-02-11,2,INDORE,NA
09-02-11,2,MUMBAI,2500
09-02-11,2,NAGPUR,2400
09-02-11,2,JAIPUR,2300
09-02-11,2,JODHPUR,NA
09-02-11,3,GUWAHATI,NA
09-02-11,3,PATNA,2600
09-02-11,3,SHILLONG,NA
09-02-11,3,AIZAWL,NA
09-02-11,3,BHUBANESHWAR,NA
09-02-11,3,CUTTACK,NA
09-02-11,3,KOLKATA,NA
09-02-11,3,AGARTALA,NA
09-02-11,4,HYDERABAD,2533
09-02-11,4,VIJAYAWADA,2650
09-02-11,4,BANGALORE,1840
09-02-11,4,THIRUVANANTHAPURAM,2317
09-02-11,4,ERNAKULAM,2400
09-02-11,4,CHENNAI,NA
09-02-11,4,MADURAI,NA
09-02-11,4,PONDICHERRY,NA
16-02-11,1,HISAR,2600
16-02-11,1,KARNAL,2550
16-02-11,1,SHIMLA,NA
16-02-11,1,MANDI,NA
16-02-11,1,SRINAGAR,NA
16-02-11,1,JAMMU,2200
16-02-11,1,AMRITSAR,2600
16-02-11,1,LUDHIANA,2600
16-02-11,1,LUCKNOW,3200
16-02-11,1,KANPUR,3200
16-02-11,1,CHANDIGARH,NA
16-02-11,1,DELHI,NA
16-02-11,2,AHMEDABAD,NA
16-02-11,2,RAJKOT,NA
16-02-11,2,PANAJI,NA
16-02-11,2,BHOPAL,3000
16-02-11,2,INDORE,NA
16-02-11,2,MUMBAI,2750
16-02-11,2,NAGPUR,2400
16-02-11,2,JAIPUR,2300
16-02-11,2,JODHPUR,NA
16-02-11,3,GUWAHATI,NA
16-02-11,3,PATNA,2600
16-02-11,3,SHILLONG,NA
16-02-11,3,AIZAWL,NA
16-02-11,3,BHUBANESHWAR,NA
16-02-11,3,CUTTACK,NA
16-02-11,3,KOLKATA,NA
16-02-11,3,AGARTALA,NA
16-02-11,4,HYDERABAD,2533
16-02-11,4,VIJAYAWADA,2650
16-02-11,4,BANGALORE,1840
16-02-11,4,THIRUVANANTHAPURAM,2317
16-02-11,4,ERNAKULAM,2400
16-02-11,4,CHENNAI,NA
16-02-11,4,MADURAI,NA
16-02-11,4,PONDICHERRY,NA
23-02-11,1,HISAR,2600
23-02-11,1,KARNAL,2550
23-02-11,1,SHIMLA,NA
23-02-11,1,MANDI,NA
23-02-11,1,SRINAGAR,NA
23-02-11,1,JAMMU,2200
23-02-11,1,AMRITSAR,NA
23-02-11,1,LUDHIANA,NA
23-02-11,1,LUCKNOW,3200
23-02-11,1,KANPUR,3200
23-02-11,1,CHANDIGARH,NA
23-02-11,1,DELHI,NA
23-02-11,2,AHMEDABAD,NA
23-02-11,2,RAJKOT,NA
23-02-11,2,PANAJI,NA
23-02-11,2,BHOPAL,3000
23-02-11,2,INDORE,NA
23-02-11,2,MUMBAI,2750
23-02-11,2,NAGPUR,2400
23-02-11,2,JAIPUR,2300
23-02-11,2,JODHPUR,NA
23-02-11,3,GUWAHATI,NA
23-02-11,3,PATNA,2600
23-02-11,3,SHILLONG,NA
23-02-11,3,AIZAWL,NA
23-02-11,3,BHUBANESHWAR,NA
23-02-11,3,CUTTACK,NA
23-02-11,3,KOLKATA,NA
23-02-11,3,AGARTALA,NA
23-02-11,4,HYDERABAD,2533
23-02-11,4,VIJAYAWADA,2650
23-02-11,4,BANGALORE,1840
23-02-11,4,THIRUVANANTHAPURAM,2317
23-02-11,4,ERNAKULAM,2400
23-02-11,4,CHENNAI,NA
23-02-11,4,MADURAI,NA
23-02-11,4,PONDICHERRY,NA
02-03-11,1,HISAR,2600
02-03-11,1,KARNAL,2550
02-03-11,1,SHIMLA,NA
02-03-11,1,MANDI,NA
02-03-11,1,SRINAGAR,NA
02-03-11,1,JAMMU,2200
02-03-11,1,AMRITSAR,NA
02-03-11,1,LUDHIANA,NA
02-03-11,1,LUCKNOW,3200
02-03-11,1,KANPUR,3200
02-03-11,1,CHANDIGARH,NA
02-03-11,1,DELHI,NA
02-03-11,2,AHMEDABAD,NA
02-03-11,2,RAJKOT,NA
02-03-11,2,PANAJI,NA
02-03-11,2,BHOPAL,3000
02-03-11,2,INDORE,NA
02-03-11,2,MUMBAI,2750
02-03-11,2,NAGPUR,2400
02-03-11,2,JAIPUR,2300
02-03-11,2,JODHPUR,NA
02-03-11,3,GUWAHATI,NA
02-03-11,3,PATNA,2600
02-03-11,3,SHILLONG,NA
02-03-11,3,AIZAWL,NA
02-03-11,3,BHUBANESHWAR,NA
02-03-11,3,CUTTACK,NA
02-03-11,3,KOLKATA,NA
02-03-11,3,AGARTALA,NA
02-03-11,4,HYDERABAD,2600
02-03-11,4,VIJAYAWADA,2650
02-03-11,4,BANGALORE,2030
02-03-11,4,THIRUVANANTHAPURAM,2317
02-03-11,4,ERNAKULAM,2400
02-03-11,4,CHENNAI,NA
02-03-11,4,MADURAI,NA
02-03-11,4,PONDICHERRY,NA
09-03-11,1,HISAR,2600
09-03-11,1,KARNAL,2550
09-03-11,1,SHIMLA,NA
09-03-11,1,MANDI,NA
09-03-11,1,SRINAGAR,NA
09-03-11,1,JAMMU,2200
09-03-11,1,AMRITSAR,NA
09-03-11,1,LUDHIANA,NA
09-03-11,1,LUCKNOW,3200
09-03-11,1,KANPUR,3200
09-03-11,1,CHANDIGARH,NA
09-03-11,1,DELHI,NA
09-03-11,2,AHMEDABAD,NA
09-03-11,2,RAJKOT,NA
09-03-11,2,PANAJI,NA
09-03-11,2,BHOPAL,3000
09-03-11,2,INDORE,NA
09-03-11,2,MUMBAI,2750
09-03-11,2,NAGPUR,2400
09-03-11,2,JAIPUR,2300
09-03-11,2,JODHPUR,NA
09-03-11,3,GUWAHATI,NA
09-03-11,3,PATNA,2600
09-03-11,3,SHILLONG,NA
09-03-11,3,AIZAWL,NA
09-03-11,3,BHUBANESHWAR,NA
09-03-11,3,CUTTACK,NA
09-03-11,3,KOLKATA,NA
09-03-11,3,AGARTALA,NA
09-03-11,4,HYDERABAD,2700
09-03-11,4,VIJAYAWADA,2650
09-03-11,4,BANGALORE,2030
09-03-11,4,THIRUVANANTHAPURAM,2317
09-03-11,4,ERNAKULAM,2400
09-03-11,4,CHENNAI,NA
09-03-11,4,MADURAI,NA
09-03-11,4,PONDICHERRY,NA
16-03-11,1,HISAR,2600
16-03-11,1,KARNAL,2550
16-03-11,1,SHIMLA,NA
16-03-11,1,MANDI,NA
16-03-11,1,SRINAGAR,NA
16-03-11,1,JAMMU,2200
16-03-11,1,AMRITSAR,NA
16-03-11,1,LUDHIANA,NA
16-03-11,1,LUCKNOW,3200
16-03-11,1,KANPUR,3200
16-03-11,1,CHANDIGARH,NA
16-03-11,1,DELHI,NA
16-03-11,2,AHMEDABAD,NA
16-03-11,2,RAJKOT,NA
16-03-11,2,PANAJI,NA
16-03-11,2,BHOPAL,3000
16-03-11,2,INDORE,NA
16-03-11,2,MUMBAI,2750
16-03-11,2,NAGPUR,2400
16-03-11,2,JAIPUR,2300
16-03-11,2,JODHPUR,NA
16-03-11,3,GUWAHATI,2300
16-03-11,3,PATNA,2600
16-03-11,3,SHILLONG,NA
16-03-11,3,AIZAWL,NA
16-03-11,3,BHUBANESHWAR,NA
16-03-11,3,CUTTACK,NA
16-03-11,3,KOLKATA,NA
16-03-11,3,AGARTALA,NA
16-03-11,4,HYDERABAD,2667
16-03-11,4,VIJAYAWADA,2650
16-03-11,4,BANGALORE,2030
16-03-11,4,THIRUVANANTHAPURAM,2200
16-03-11,4,ERNAKULAM,2400
16-03-11,4,CHENNAI,NA
16-03-11,4,MADURAI,NA
16-03-11,4,PONDICHERRY,NA
23-03-11,1,HISAR,2600
23-03-11,1,KARNAL,2550
23-03-11,1,SHIMLA,NA
23-03-11,1,MANDI,NA
23-03-11,1,SRINAGAR,NA
23-03-11,1,JAMMU,2200
23-03-11,1,AMRITSAR,NA
23-03-11,1,LUDHIANA,NA
23-03-11,1,LUCKNOW,3200
23-03-11,1,KANPUR,3200
23-03-11,1,CHANDIGARH,NA
23-03-11,1,DELHI,NA
23-03-11,2,AHMEDABAD,NA
23-03-11,2,RAJKOT,NA
23-03-11,2,PANAJI,NA
23-03-11,2,BHOPAL,3000
23-03-11,2,INDORE,NA
23-03-11,2,MUMBAI,2750
23-03-11,2,NAGPUR,2400
23-03-11,2,JAIPUR,2300
23-03-11,2,JODHPUR,NA
23-03-11,3,GUWAHATI,2300
23-03-11,3,PATNA,2600
23-03-11,3,SHILLONG,NA
23-03-11,3,AIZAWL,NA
23-03-11,3,BHUBANESHWAR,NA
23-03-11,3,CUTTACK,NA
23-03-11,3,KOLKATA,NA
23-03-11,3,AGARTALA,NA
23-03-11,4,HYDERABAD,2667
23-03-11,4,VIJAYAWADA,2650
23-03-11,4,BANGALORE,2030
23-03-11,4,THIRUVANANTHAPURAM,2200
23-03-11,4,ERNAKULAM,2400
23-03-11,4,CHENNAI,NA
23-03-11,4,MADURAI,NA
23-03-11,4,PONDICHERRY,NA
